iter	Logloss
141	0.4367280722
142	0.4366838672
143	0.4366262645
144	0.4365707988
145	0.4365171833
146	0.436477017
147	0.4364300347
148	0.4363795977
149	0.4363387773
150	0.4362910079
151	0.436266163
152	0.4362251334
153	0.4361672068
154	0.4361098611
155	0.4360601864
156	0.4360258836
157	0.4359774816
158	0.435940154
159	0.4359021806
160	0.435856066
161	0.4358115854
162	0.4357611077
163	0.4357069916
164	0.4356355763
165	0.4355918331
166	0.4355537545
167	0.4354991914
168	0.4354518945
169	0.4354109248
170	0.4353715681
171	0.4353301397
172	0.4352859809
173	0.4352402693
174	0.4351990547
175	0.4351561768
176	0.4351070915
177	0.4350568409
178	0.435023178
179	0.4349793357
180	0.4349281466
181	0.4348840946
182	0.4348573023
183	0.434811003
184	0.4347693131
185	0.4347384742
186	0.4346914046
187	0.4346608602
188	0.4346320358
189	0.4345814861
190	0.4345428703
191	0.4345093276
192	0.4344821181
193	0.4344448565
194	0.4344075706
195	0.4343829949
196	0.4343465604
197	0.4342948026
198	0.434266152
199	0.4342365722
200	0.4342061479
201	0.4341779361
202	0.4341737896
203	0.4341227148
204	0.4340726786
205	0.4340396772
206	0.4340043275
207	0.4339637766
208	0.4339315283
209	0.4339008742
210	0.4338690554
211	0.4338387587
212	0.433809148
213	0.4337673304
214	0.4337396017
215	0.4336981853
216	0.4336502961
217	0.4336079858
218	0.433565923
219	0.4335171285
220	0.4334814666
221	0.4334468913
222	0.4334120325
223	0.4333671381
224	0.4333376726
225	0.4333054253
226	0.4332785703
227	0.433247504
228	0.4331987829
229	0.433166858
230	0.4331359987
231	0.4331337544
232	0.4331033107
233	0.4330599654
234	0.4330245444
235	0.4329875506
236	0.4329512136
237	0.4329271493
238	0.4328957966
239	0.4328637112
240	0.4328321698
241	0.4327885979
242	0.4327617355
243	0.4327223665
244	0.4326920823
245	0.4326706469
246	0.4326276677
247	0.432616178
248	0.4325863047
249	0.4325317813
250	0.4325000576
251	0.432466262
252	0.4324371862
253	0.4324018016
254	0.43237527
255	0.4323282714
256	0.4322902515
257	0.4322525589
258	0.4322089144
259	0.43215275
260	0.43212133
261	0.4320957935
262	0.4320704144
263	0.4320312765
264	0.4320069526
265	0.4319710812
266	0.4319387301
267	0.4319359436
268	0.4319067915
269	0.4318777178
270	0.4318497103
271	0.4318109486
272	0.4317760942
273	0.4317471685
274	0.4317232931
275	0.4316887146
276	0.4316495108
277	0.4316110668
278	0.4315639618
279	0.4315353761
280	0.4315090675
281	0.4314790131
282	0.4314395576
283	0.4314082138
284	0.4313856332
285	0.4313842859
286	0.4313620812
287	0.4313358234
288	0.4313050579
289	0.4312733843
290	0.4312382555
291	0.4312057076
292	0.43116893
293	0.4311310161
294	0.4311003808
295	0.4310736411
296	0.4310365908
297	0.4310016586
298	0.4309633006
299	0.4309306403
300	0.4309043135
301	0.4308801058
302	0.4308452645
303	0.4308204751
304	0.4307947079
305	0.4307718231
306	0.4307304237
307	0.4307003231
308	0.430676736
309	0.4306457576
310	0.4306402496
311	0.430621418
312	0.4305984975
313	0.4305694035
314	0.4305339138
315	0.4304957056
316	0.4304923328
317	0.4304711977
318	0.4304374117
319	0.4304191727
320	0.430378959
321	0.4303343457
322	0.4303069849
323	0.4302808587
324	0.43027085
325	0.4302432064
326	0.4302178364
327	0.4301935351
328	0.4301647895
329	0.4301241889
330	0.4300988563
331	0.4300648057
332	0.4300273515
333	0.429999009
334	0.4299692178
335	0.4299499576
336	0.4299262395
337	0.4298965099
338	0.429865222
339	0.4298380703
340	0.4298098089
341	0.4297745009
342	0.4297483181
343	0.4297100011
344	0.4296793243
345	0.4296593748
346	0.4296245948
347	0.4296003791
348	0.4295673819
349	0.4295427748
350	0.4295243159
351	0.4294964783
352	0.4294609649
353	0.4294205487
354	0.4293849635
355	0.429354811
356	0.4293317887
357	0.4293098114
358	0.429266949
359	0.4292424246
360	0.4292105468
361	0.4291701575
362	0.4291485525
363	0.4291420022
364	0.4291226686
365	0.4290984038
366	0.4290628814
367	0.4290369252
368	0.4290076855
369	0.428982235
370	0.4289503133
371	0.4289199669
372	0.4288856232
373	0.428866814
374	0.4288435933
375	0.4288113259
376	0.4287890056
377	0.4287555589
378	0.4287263169
379	0.4286949461
380	0.4286666087
381	0.4286395182
382	0.4286170512
383	0.4285934057
384	0.4285668428
385	0.4285455138
386	0.4285132539
387	0.4284877109
388	0.4284532264
389	0.4284259412
390	0.4284006472
391	0.4283691902
392	0.4283483596
393	0.4283189671
394	0.4282769598
395	0.4282473873
396	0.4282143607
397	0.4281936215
398	0.4281631338
399	0.4281310734
